Titulo,Secao,Url
Fabrication of theranostic magnetic Janus nanoparticles using Au sputter coating  Visualizar,"L - Nano-scaled metal-oxides, processes, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/607_1619393864.pdf
Detection of volatile amines during meat spoilage using a sensor array  Visualizar,"L - Nano-scaled metal-oxides, processes, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/890_1620735930.pdf
Transition metal oxides thin films for photovoltaics: synthesis and characterization.  Visualizar,"L - Nano-scaled metal-oxides, processes, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/524_1625138858.pdf
The role of functionalized-iron oxide magnetic nanoparticles surface charge in the cell uptake behavior  Visualizar,"L - Nano-scaled metal-oxides, processes, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1114_1629736557.pdf
Green synthesis of SnO2 nanoflowers from aloe vera extract  Visualizar,"L - Nano-scaled metal-oxides, processes, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/259_1619208915.pdf
Study of hyperfine interactions by Mössbauer and EPR spectroscopy of Y3Fe5O12 co-doped with Er and Cr.  Visualizar,"L - Nano-scaled metal-oxides, processes, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/670_1623364121.pdf
The effect of grain size on the sensitivity of V-SnO2 nanocrystalline metal-oxide gas sensors  Visualizar,"L - Nano-scaled metal-oxides, processes, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/267_1619213699.pdf
"Deposition of SnO2 and ZrO2 thin films, forming transparent heterostructure for use in optoelectronic devices  Visualizar","L - Nano-scaled metal-oxides, processes, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/661_1619452556.pdf
From conventional colloidal nanocrystals to novel nano-heterostructures for energy applications  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Invited Lecture",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1282_1625141585.pdf
Bright Triplet Excitons in Cesium Lead Halide Perovskites  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Invited Lecture",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1276_1624402294.pdf
Excitons and biexcitons in 2D CsPbBr3 Nanoplatelets  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Invited Lecture",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1268_1623677262.pdf
Nanostructured perovskite grown on a metallic substrate  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Oral",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/587_1619389349.pdf
Impact of perovskites with catalytic activity applied inautomotive industries for reduction of pollutants  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Oral",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/320_1619287583.pdf
The role of Ag and halides (Cl and Br) content in the Bi-based double perovskites for photocatalysis application  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Oral",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/959_1620748842.pdf
Influence of the Vibrational Modes from the Organic Moieties in 2D Lead Halides on Excitonic Recombination and Phase Transition  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Oral",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/23_1617116933.pdf
Aggregation-induced emission luminogen and its interaction with metal halide perovskite  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Oral",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/227_1619347381.pdf
Thriving Narrow Band Gap Ferroelectric Oxides for Photovoltaic Applications: Bi2ZnTiO6 Thin Films Deposited by RF Sputtering  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Oral",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/4_1615286313.pdf
The Influence of Morphology on the Intrinsic Line Widths of Colloidal Perovskite Nanoplatelets  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Oral",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/549_1619385110.pdf
Manganites La1-xSrxMnO3: composition and nanoparticles size combination for application in magnetic hyperthermia  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Oral",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/776_1620698268.pdf
Resonant Band Edge Emissive States in Strongly Confined CsPbBr3 Perovskite Nanoplatelets  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Oral",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/787_1620614103.pdf
Optical Fingerprints of Polynuclear Complexes in Lead Halide Perovskite Precursor Solutions  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Oral",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/574_1619387884.pdf
Two-dimensional oxide structures of perovskite structure via sacrificial layer dissolution  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/314_1619282194.pdf
Characterization of natural-origin CaTiO3 perovskite  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/606_1620336245.pdf
Strained BiFeO3 nanoparticles obtained by high-energy ball cryo-milling: Rietveld refinements and vibrational spectroscopy investigations  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/879_1620738126.pdf
Synthesis and sintering of Nd2CoFeO6 ceramics  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/837_1620675883.pdf
Low Density Heterostructures of Alkali Niobium Oxynitride and Bismuth Tungstate: Synthesis and Structural Characterization  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/591_1619389382.pdf
SnO2/ZnO heterostructure as an electron transport layer for perovskite solar cells  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/585_1619389007.pdf
Synthesis of high entropy La(Co0.2Cr0.2Fe0.2Mn0.2Ni0.2)O3  alloy by Mechanical Alloying and characterization by X-ray diffraction and Rietveld method  Visualizar,"M - Perovskite-based nanostructures: synthesis, characterization and applications / Poster",https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/21_1617044288.pdf
Innovation Hubs: leveraging Nanotechnology LATAM market with a sustainable and collaborative mindset  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/667_1619468672.pdf
Advances in Nanomedicine: Novel Theragnostic Nanomaterials for Cancer Treatment and Ecotoxicology Studies  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/674_1619524169.pdf
Optical Characterization of Nanostructured Semiconductor Materials for Photovoltaic Applications.  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/154_1619031733.pdf
Nanocomposite thin films for green energy  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/986_1620754939.pdf
Hybrid Architectures Based on 2D Nanomaterials For Sustainable Energy Technologies  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/432_1619357616.pdf
Synthesis and characterization of modified raw clay-based catalysts and their application in water remediation technologies  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/657_1619441382.pdf
Use of a catalyst obtained from steel industry byproducts for the synthesis of carbon nanotubos directly over Portland cement clinker.  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1327_1626702444.pdf
Aspects of ecotoxicological impacts of nanomaterials used in agriculture  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/84_1618844278.pdf
2D Transition Metal Carbides (MXenes) for Catalytic Energy Conversion  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Invited Lecture,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/316_1619282863.pdf
Silica-based carbogenic nanodots as adsorbent for adsorption polyaromatic pollutants  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/272_1619218222.pdf
3D nanostructured sensor for chromium (VI) detection  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/334_1619289978.pdf
Elastocaloric effect in carbon nanotubes: a computational study  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/265_1619353955.pdf
CO2 adsorption properties of graphyne and graphdiyne nanoscrolls  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1128_1621187864.pdf
Modified cellulose microfiber for textile dye adsorption: A new approach for wastewater treatment  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/177_1619109241.pdf
Statistical study for the use of a nanostructured material in the removal of Congo Red and Indigo Carmine dyes in aqueous medium  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/601_1619390183.pdf
Copper containing magnetite supported on natural clay as a catalyst for heterogeneous Fenton and photo-Fenton degradation of trimethoprim and sulfamethoxazole  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/848_1620751295.pdf
Application of a Layered Zinc Hydroxide Chloride Modified with Spiropyran in the Adsorption of Ca(II) from Hard Water  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/108_1618931135.pdf
Hierarchical ZSM-5 zeolites as catalysts for the upgrading of lignocellulosic biomass-derived compound  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/499_1619374961.pdf
Sustainable approach for the Silver and TiO2 Nanoparticles Synthesis: Hydrogen Generation under Visible Light Irradiation.  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/391_1619481234.pdf
Over 21.0% faradaic efficiency of ambient ammonia production: photoelectrocatalytic activity of MOF-235  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/724_1620237091.pdf
Photocatalytic and antifungal properties of hydroxyapatite/α-AgVO3 composites  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/571_1619387915.pdf
Regulatory initiatives on nanotechnology work in Brazil  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/531_1619382287.pdf
Replacement of ashes from sugar and alcohol industry in the production of ecological cement  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/39_1617743484.pdf
Development of lipid nanocarriers labeled with gold nanoparticles and their fate in aquatic plants  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/987_1621089155.pdf
Gold Nanoparticles from Light: Laser Ablation as a Green Route to Produce Ligand-free Nanoparticles  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/393_1619308487.pdf
PBAT/PVP nanofibrous mats by solution blow spinning: statistical study  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/151_1619038756.pdf
Hybrid BNC-HAp Proton Conducting Membranes for Microbial Fuel Cells  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Oral,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1011_1620760895.pdf
PBAT/PVP nanofibrous mats by solution blow spinning: morphological and structural study  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/152_1619038813.pdf
Use of bacterial cellulose residue to obtain nanocrystals and application to improve the properties of edible films containing kale puree  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/993_1620777490.pdf
Concept and mechanisms of filtering processes in porous ceramics: a review  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/53_1618235347.pdf
Efficient hydrothermal synthesis of bifunctional Nb2O5 nanorods with high selectivity to remove cationic dyes from residual water  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1086_1620771028.pdf
Photoelectrocatalytic activity of FTO/BiOCl electrode: exploring ambient ammonia production  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/914_1620737034.pdf
Anisotropic nanoparticles as substrates for surface-enhanced Raman scattering (SERS)  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1168_1620785965.pdf
"Novel biodegradable beads based on chitosan, nanocellulose and hydrophobized-tannic acid: use as efficient adsorbents for toxic basic dyes  Visualizar",N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1084_1620771609.pdf
Application of Bacterial Cellulose in Paper Production  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/406_1619316122.pdf
Extraction of nanokeratin from chicken feathers  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/567_1619389204.pdf
Tailoring self-doping at low temperatures in different crystal structures of TiO2 for enhanced photocatalytic activity  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/709_1623173142.pdf
Removal of indigo dye from industrial textile effluent by adsorption using ZnO  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/774_1620567880.pdf
Study of interaction between thiabendazole pesticide and silver nanoparticles  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/508_1629723181.pdf
Photocatalytic properties of Nb2O5 films obtained by plasma electrolytic oxidation and anodic doping of red mud residue  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/10_1616151375.pdf
Dust and efficiency of organic photovoltaic panels on different surfaces  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1103_1620774278.pdf
CeO2-decorated α-Fe2O3 nanorings for CO2 conversion to dimethyl carbonate  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1062_1620766518.pdf
Evaluation of the properties and characteristics of rubber fibers and expanded vermiculite for use in making light mortar  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/38_1620666927.pdf
"Synthesis, characterization and photocatalytic activity of ZnO/MgO hybrid nanoparticles  Visualizar",N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/322_1619444855.pdf
Green Synthesis of Gold Nanoparticles by Laser Ablation Method in Different Liquid Media  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/390_1619306746.pdf
Development of nanophotocatalysts based on Mg-doped ZnO for wastewater treatment  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/72_1618923432.pdf
Syntesis of MOF UiO-66 and application as sorbent for the online preconcentration of Cd2+  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/733_1629753203.pdf
Tuning the catalytic activity of magnetite-carboxymethylcellulose nanoconjugates by cobalt doping – Insights for water remediation  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/753_1620414352.pdf
Nanostructured zinc oxide films obtained by the microwave hydrothermal method for application in photocatalysis  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/460_1629987025.pdf
Evaluation of the photocatalytic performance of quaternary quantum dots/magnetic iron oxide multifunctional nanostructures towards methylene blue degradation  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/751_1620413887.pdf
Microwave assisted green synthesis of silver nanoparticles and its application in photocatalytic hydrogen generation  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/126_1624405605.pdf
Photocatalysis of organic dyes utilizing foam glass.  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/941_1620745963.pdf
Obtaining foam glass from spent alkaline batteries.  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/945_1620745007.pdf
Immobilization of Cu2+↔Cu+ pairs on siloxane-polyether hybrid: a new solid–liquid reactor for azo-dyes degradation by Fenton reactions  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/767_1620498388.pdf
Chemometric optimization of Bisphenol-A adsorption using CoFe2O4@SiO2-P4VP magnetic nanoparticles  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/348_1619461559.pdf
CO2 adsorption capacity of structures with negative gaussian curvature known as Schwarzites  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/1111_1621179508.pdf
MECHANICAL PROPERTIES OF RED CERAMICS WITH RESIDUE INCORPORATION EVALUATED USING THE WEIBULL DISTRIBUTION  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/497_1619374955.pdf
Experimental study in sustanable lightweight mortar - use of tire rubber residue compared to expanded polystyrene mortar  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/29_1617321427.pdf
SYNTHESIS AND CHARACTERIZATION OF ZINC DOPED IN MoO  Visualizar,N - Nanomaterials and Technologies for Sustainability - Implications and Applications to the Environment / Poster,https://www.eventweb.com.br/xixsbpmat-virtual/on-site/pdf/viewer.html?file=../../../specific-files/manuscripts/xixsbpmat-virtual/279_1620694427.pdf
